id,artist,title,type,year,acquisitionYear,width,height,units,area
118711,"Errazuriz, Paz",Adam’s Apple,Photograph,1983,2011,296,459,mm,1358.64
63293,"Turner, Joseph Mallord William",Ehrenbreitstein,Watercolour,1841,1856,237,300,mm,711
62995,"Turner, Joseph Mallord William",Rocks on the Coast,Watercolour,1830,1856,244,303,mm,739.3199999999999
51994,"Turner, Joseph Mallord William",Nantes: The Château and Cathedral from the River,Watercolour,1828,1856,127,188,mm,238.76
97141,"Arbus, Diane","Jewish Couple Dancing, N.Y.C. 1963",Photograph,1963,2009,340,365,mm,1241
52629,"Turner, Joseph Mallord William",The Crimson Clouds,Watercolour,1820,1856,298,496,mm,1478.0800000000002
62262,"Turner, Joseph Mallord William",River: Sunset,Watercolour,1844,1856,229,327,mm,748.83
15129,"Turner, Joseph Mallord William","Merrick Abbey, Swaledale",Line engraving,1822,1986,193,278,mm,536.5400000000001
116889,"Kiefer, Anselm",Heroic Symbols,Photograph,1969,2012,513,757,mm,3883.41
81960,"Frank, Robert",Contact Sheet from The Americans,Photograph,1955,2009,500,399,mm,1995
15146,"Turner, Joseph Mallord William",Hornby Castle from Tatham Church,Line engraving,1822,1986,189,271,mm,512.1899999999999
15275,"Turner, Joseph Mallord William","Harlech Castle, North Wales",Line engraving,1836,1986,162,244,mm,395.28
52844,"Turner, Joseph Mallord William",Sunset over the Sea,Watercolour,1820,1856,388,502,mm,1947.76
85243,"Tillmans, Wolfgang",we’re in this together,Photograph,1997,2007,300,400,mm,1200
107375,"Wojnarowicz, David",Untitled,Photograph,1988,2010,200,250,mm,500
52041,"Turner, Joseph Mallord William",The Lighthouse at Marseilles from the Sea,Watercolour,1828,1856,142,190,mm,269.8
773,"Bawden, Edward",Gallabat: Guns Firing on Metemma,Watercolour,1940,1946,394,514,mm,2025.1599999999999
97457,"Simon, Taryn","The Ten Commandments, Buried “City of the Pharaoh” Film Set Nipomo Sand Dunes Guadalupe, California",Photograph,2007,2009,650,859,mm,5583.5
27134,"Struth, Thomas","Bankside 5, London 1995",Photograph,1995,2000,506,608,mm,3076.48
39891,"Turner, Joseph Mallord William","London from the Windows of 45 Grosvenor Place (the home of Walter Fawkes), with Buckingham House, St Martin’s in the Fields and St Paul’s Cathedral",Watercolour,1816,1856,125,247,mm,308.75
15191,"Turner, Joseph Mallord William","Aldborough, Suffolk",Line engraving,1827,1986,163,233,mm,379.79
63270,"Turner, Joseph Mallord William","Heidelberg, Moonlight: Sample Study",Watercolour,1841,1856,241,300,mm,723
118213,"McCullin, Don","Friedrichstrasse, Berlin",Photograph,1961,2012,380,380,mm,1444
557,"Ardizzone, Edward","On a Fortified Island, the Night Watch",Watercolour,1941,1946,273,349,mm,952.77
12814,"Rossetti, Dante Gabriel",Carlisle Wall (The Lovers),Watercolour,1853,1949,241,168,mm,404.88000000000005
19207,"Turner, Joseph Mallord William","Dover, engraved by J.T. Willmore",Line engraving,1851,1990,406,595,mm,2415.7000000000003
56139,"Turner, Joseph Mallord William","A Curtained Bed, with a Naked Woman Reaching over her Head",Watercolour,1834,1856,77,101,mm,77.77
45113,"Turner, Joseph Mallord William",Portsmouth; Preparatory Study,Watercolour,1823,1856,165,249,mm,410.84999999999997
3879,"Dighton, William Edward",Jerusalem,Watercolour,1852,1911,429,756,mm,3243.24
2817,"Cotman, John Sell",Distant View of Greta Bridge from Mortham Wood,Watercolour,1805,1922,260,394,mm,1024.3999999999999
52605,"Turner, Joseph Mallord William",Tamworth Castle,Watercolour,1830,1856,307,487,mm,1495.0900000000001
62998,"Turner, Joseph Mallord William",Stormy Black Sky over Yellow Sands,Watercolour,1840,1856,224,281,mm,629.4399999999999
118719,"Errazuriz, Paz",Adam’s Apple,Photograph,1983,2011,296,423,mm,1252.08
63253,"Turner, Joseph Mallord William",Ehrenbreitstein,Watercolour,1841,1856,245,305,mm,747.25
15140,"Turner, Joseph Mallord William",Crook of Lune Looking towards Hornby Castle,Line engraving,1821,1986,191,278,mm,530.98
51995,"Turner, Joseph Mallord William",Nantes: The Banks of the River Erdre and the Pont Sauvetot,Watercolour,1826,1856,128,182,mm,232.96
52635,"Turner, Joseph Mallord William",Buildings or a Town across a River,Watercolour,1825,1856,305,485,mm,1479.25
101126,"Zaatari, Akram","Jradi (left) and a friend. Studio Shehrazade, Saida, Lebanon, early 1970s. Hashem el Madani",Photograph,2007,2008,291,289,mm,840.99
22835,"Downman, John",Rock on the Seashore at Nice,Watercolour,1770,1997,193,342,mm,660.0600000000001
55164,"Turner, Joseph Mallord William",Recollection of ‘Rise of the River Stour at Stourhead’,Watercolour,1834,1856,139,228,mm,316.92
15408,"Turner, Joseph Mallord William","St-Cloud, engraved by William Miller",Line engraving,1835,1986,180,130,mm,234
15133,"Turner, Joseph Mallord William","Simmer Lake, near Askrigg",Line engraving,1822,1986,191,267,mm,509.97
15310,"Turner, Joseph Mallord William",Aosta,Line engraving,1830,1986,261,144,mm,375.84000000000003
1305,"Bonington, Richard Parkes",A Scene on the French Coast,Watercolour,1825,1984,213,342,mm,728.46
101302,Man Ray,Gertrude Stein,Photograph,1920,2010,240,180,mm,432
101060,"Zaatari, Akram","Anonymous. UNRWA school, South Lebanon, 1960s. Hashem el Madani",Photograph,2007,2008,190,289,mm,549.1
18777,"Stanfield, Clarkson Frederick","The Coast of Brittany, near Doll, engraved by J. Cousen",Line engraving,1836,1989,91,140,mm,127.39999999999999
9035,"Macallum, Hamilton",Gathering Seaweed,Watercolour,1878,1897,343,419,mm,1437.1699999999998
117233,"Takamatsu, Jiro",Photograph of Photograph,Photograph,1972,2013,185,232,mm,429.2
56250,"Turner, Joseph Mallord William",Towers by the River (or Sea),Watercolour,1834,1856,143,191,mm,273.13000000000005
504,"Amiet, Cuno",Landscape from the Jura Mountains,Watercolour,1924,1960,251,298,mm,747.98
26066,"Sherman, Cindy",Untitled Film Still #53,Photograph,1980,1998,695,970,mm,6741.5
15112,"Turner, Joseph Mallord William","St Agatha’s Abbey, Easby",Line engraving,1822,1986,203,283,mm,574.49
16759,"Turner, Joseph Mallord William","Cologne from the River, engraved by Arthur Willmore",Line engraving,1859,1988,192,265,mm,508.79999999999995
16692,"Turner, Joseph Mallord William",The Landing of Columbus,Line engraving,1834,1988,68,101,mm,68.67999999999999
54918,"Turner, Joseph Mallord William",Vignette Study for Campbell’s ‘Poetical Works’; Preparatory Study of Two Seated Figures,Watercolour,1835,1856,259,207,mm,536.13
4935,"Gainsborough, Thomas",Village Scene with Figures,Watercolour,1771,1967,222,314,mm,697.0799999999999
64482,"Turner, Joseph Mallord William",?A Face,Watercolour,1791,1856,185,263,mm,486.55
52039,"Turner, Joseph Mallord William",The Folies-Siffait from the East,Watercolour,1826,1856,145,196,mm,284.20000000000005
46090,"Turner, Joseph Mallord William",Petworth Park from the Upperton Monument,Watercolour,1825,1856,113,187,mm,211.31
63206,"Turner, Joseph Mallord William","Uncompleted, Variant View of Lulworth Castle, Dorsetshire",Watercolour,1820,1856,165,244,mm,402.59999999999997
63409,"Turner, Joseph Mallord William","Land’s End, Cornwall",Watercolour,1834,1856,380,586,mm,2226.8
11506,"Penley, Aaron Edwin",Hyde Park Corner,Watercolour,1840,1908,495,343,mm,1697.85
45085,"Turner, Joseph Mallord William","Coastal Scene, possibly Folkestone",Watercolour,1822,1856,257,178,mm,457.46
2778,"Cooper, Austin",Abstraction 199/62,Watercolour,1951,1963,419,483,mm,2023.7699999999998
113754,"Model, Lisette","Window reflections, Fifth Avenue, New York City",Photograph,1945,2011,495,400,mm,1980
2868,"Cox, David",Calais: Hôtel de Guise,Watercolour,1829,1927,162,216,mm,349.92
88979,"EXPORT, VALIE",Identity Transfer 1,Photograph,1968,2006,960,692,mm,6643.200000000001
125430,"Wendt, Lionel",[title not known],Photograph,1933,2013,380,304,mm,1155.2
56171,"Turner, Joseph Mallord William",A Wooded Rocky Landscape: ?Study for ‘Mercury and Argus’ or Thomas Campbell’s ‘Poems’,Watercolour,1834,1856,101,77,mm,77.77
97146,"Arbus, Diane","Woman in a Rose Hat, N.Y.C. 1966",Photograph,1966,2009,362,372,mm,1346.64
15103,"Turner, Joseph Mallord William",Pevensey Bay from Crowhurst Park,Line engraving,1816,1986,191,283,mm,540.5300000000001
101144,"Zaatari, Akram","A student. Studio Shehrazade, Saida, Lebanon, 1970s. Hashem el Madani",Photograph,2007,2008,290,292,mm,846.8
52742,"Turner, Joseph Mallord William","Bay on the Coast with Stormy Sky, possibly Ramsgate",Watercolour,1822,1856,170,240,mm,408
59362,"Turner, Joseph Mallord William","Venice: Santa Maria della Salute, the Campanile of San Marco, the Doge’s Palace and San Giorgio Maggiore, from the Giudecca Canal",Watercolour,1840,1856,245,308,mm,754.6
52826,"Turner, Joseph Mallord William",Blenheim Palace and Park,Watercolour,1830,1856,459,591,mm,2712.69
13802,"Steer, Philip Wilson","The Landing Stage, Greenhithe",Watercolour,1932,1949,241,311,mm,749.5100000000001
63611,"Turner, Joseph Mallord William",London: The Interior of the Ruins of the Savoy Chapel,Watercolour,1796,1856,205,273,mm,559.65
20539,"Turner, Joseph Mallord William","The Bridge of Sighs, Venice, engraved by E. Finden",Line engraving,1832,1992,94,79,mm,74.26
934,"Benson, Abraham Harris",Anemones,Watercolour,1929,1932,282,267,mm,752.9399999999999
29074,"Turner, Joseph Mallord William","A Long Bridge with Many Arches over a River or Estuary, with Mountains Beyond; Perhaps at Abergavenny",Watercolour,1798,1856,296,362,mm,1071.5200000000002
15244,"Turner, Joseph Mallord William","Gosport, Entrance to Portsmouth Harbour",Line engraving,1831,1986,162,232,mm,375.84
15202,"Turner, Joseph Mallord William","Okehampton, Devonshire",Line engraving,1828,1986,167,241,mm,402.47
23902,"Varley, John",Monochrome Composition: A Blot,Watercolour,1804,1997,108,144,mm,155.52
18803,"Stanfield, Clarkson Frederick","East Cliff, Hastings, engraved by J. Stephenson",Line engraving,1836,1989,91,141,mm,128.31
15545,"Turner, Joseph Mallord William",Malmaison,Line engraving,1834,1987,115,85,mm,97.75
85222,"Tillmans, Wolfgang",Faltenwurf (oliv),Photograph,1996,2007,300,400,mm,1200
55115,"Turner, Joseph Mallord William",Ship on Fire,Watercolour,1834,1856,139,228,mm,316.92
23092,"Inchbold, John William",Tintagel,Watercolour,1862,1997,253,176,mm,445.28000000000003
19205,"Turner, Joseph Mallord William","Mercury and Argus, engraved by J.T. Willmore",Line engraving,1841,1990,522,386,mm,2014.92
101064,"Zaatari, Akram","Anonymous. UNRWA school, South Lebanon, 1960s. Hashem el Madani",Photograph,2007,2008,190,289,mm,549.1
12780,"Rossetti, Dante Gabriel",The Blue Closet,Watercolour,1857,1916,354,260,mm,920.4
44408,"Turner, Joseph Mallord William",Lecture Diagram 36: A House in Perspective,Watercolour,1810,1856,490,690,mm,3381
15303,"Turner, Joseph Mallord William",St Maurice,Line engraving,1830,1986,259,142,mm,367.78
16722,"Turner, Joseph Mallord William",Wilderness of Engedi and Convent of Santa Saba,Line engraving,1836,1988,102,142,mm,144.83999999999997
13807,"Steer, Philip Wilson","The River, Ironbridge",Watercolour,1910,1953,232,352,mm,816.64
52707,"Turner, Joseph Mallord William",Figures on the Sands,Watercolour,1822,1856,190,231,mm,438.90000000000003
46079,"Turner, Joseph Mallord William","The Seat of William Moffatt, Esq., Mortlake",Watercolour,1825,1856,113,187,mm,211.31
54911,"Turner, Joseph Mallord William","Vignette Study, possibly of a Conflagration; for Campbell’s ‘Poetical Works’",Watercolour,1835,1856,179,227,mm,406.3299999999999
12916,"Rothenstein, Michael",The Giraffe,Watercolour,1985,1985,756,1126,mm,8512.56
52661,"Turner, Joseph Mallord William","River Scene, with Trees",Watercolour,1820,1856,229,369,mm,845.0099999999999
20499,"Turner, Joseph Mallord William","Ludlow Castle, Rising of the Water-Nymphs, engraved by E. Goodall",Line engraving,1835,1992,108,84,mm,90.72000000000001
97278,"Mapplethorpe, Robert",Lawrence Weiner,Photograph,1982,2009,375,375,mm,1406.25
14384,"Towne, Francis",A View at Ambleside,Watercolour,1786,1967,156,473,mm,737.88
63037,"Turner, Joseph Mallord William","Venice at Sunrise from the Hotel Europa, with the Campanile of San Marco",Watercolour,1840,1856,198,280,mm,554.4
108748,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
16753,"Turner, Joseph Mallord William",Ancient Italy,Line engraving,1842,1988,432,600,mm,2592
50006,"Turner, Joseph Mallord William",The Deer in Petworth Park,Watercolour,1827,1856,140,190,mm,266
19387,"Kunst, Mauro",[no title],Watercolour,1971,1976,597,498,mm,2973.06
14932,"Turner, Joseph Mallord William",The Castle of St Angelo,Watercolour,1832,1940,171,210,mm,359.1
117971,"Coppola, Horacio",Egg and Twine,Photograph,1932,2012,235,282,mm,662.6999999999999
97144,"Arbus, Diane","Young Man and His Pregnant Wife in Washington Square Park, N.Y.C. 1965",Photograph,1965,2009,375,381,mm,1428.75
35671,"Turner, Joseph Mallord William",Mountains,Watercolour,1802,1856,420,552,mm,2318.4
62557,"Turner, Joseph Mallord William",A Nocturnal Scene ?near Eu,Watercolour,1845,1856,228,333,mm,759.24
60837,"Turner, Joseph Mallord William",Burg Reschenstein on the Ilz,Watercolour,1840,1856,211,277,mm,584.47
17003,"Turner, Joseph Mallord William","Margate, engraved by G. Cooke",Line engraving,1824,1988,158,240,mm,379.20000000000005
55061,"Turner, Joseph Mallord William",?A Curtained Bed with a Face Looking Out,Watercolour,1834,1856,79,101,mm,79.79
9113,"Mackenzie, Frederick","The South Ambulatory, Westminster Abbey",Watercolour,1811,1980,784,616,mm,4829.4400000000005
55056,"Turner, Joseph Mallord William",?A Dark Interior or Curtained Bed,Watercolour,1834,1856,79,101,mm,79.79
97205,"Arbus, Diane",Untitled (7) 1970-71,Photograph,1970,2009,372,375,mm,1395
46078,"Turner, Joseph Mallord William","The Seat of William Moffatt, Esq., Mortlake",Watercolour,1825,1856,113,187,mm,211.31
88180,"Leonard, Zoe","Tree + Fence, 6th St. (Close-up)",Photograph,1998,2006,262,178,mm,466.36
10462,"Müller, William James",Leigh Woods,Watercolour,1844,1908,529,349,mm,1846.2099999999998
39860,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
96911,"Ivekovic, Sanja",Double Life: September 1975 and “Marie Claire”,Photograph,1975,2008,599,800,mm,4792
97250,"Mapplethorpe, Robert",Brian Ridley and Lyle Heeter,Photograph,1979,2009,341,341,mm,1162.8100000000002
120599,"Kitadai, Shozo",Composition for APN,Photograph,1953,2012,225,195,mm,438.75
16656,"Turner, Joseph Mallord William","Ely Cathedral, Cambridgeshire",Line engraving,1833,1988,168,229,mm,384.71999999999997
15542,"Turner, Joseph Mallord William",Milan,Line engraving,1834,1987,84,140,mm,117.60000000000001
97143,"Arbus, Diane","Girl in a Watch Cap, N.Y.C. 1965",Photograph,1965,2009,366,370,mm,1354.2
114541,"Mantz, Werner","Communion bench, Kreneheide 1935",Photograph,1935,2011,224,167,mm,374.08
95602,"Graham, Paul","Roundabout, Andersonstown, Belfast",Photograph,1984,2008,680,880,mm,5984
140,"Opie, Julian",Rain Footsteps Siren,Photograph,2000,2001,750,1120,mm,8400
63728,"Girtin, Thomas",Tynemouth Priory from the Sea,Watercolour,1797,1856,79,122,mm,96.38
9415,"Mayor, Fred",Church at Montreuil,Watercolour,1909,1924,318,394,mm,1252.92
118207,"McCullin, Don","Woods near My House, Somerset",Photograph,1991,2012,307,415,mm,1274.05
63819,"Turner, Joseph Mallord William",Colour Trials,Watercolour,1794,1856,213,277,mm,590.01
15986,"Waterhouse, John William",Study for ‘Consulting the Oracle’ Verso: Studies of (i) Same Composition (ii) Priestess on a Tripod Throne,Watercolour,1884,1977,124,244,mm,302.56
15343,"Turner, Joseph Mallord William",St Herbert’s Chapel,Line engraving,1834,1986,281,165,mm,463.65000000000003
63391,"Turner, Joseph Mallord William","?Trematon Castle, Cornwall",Watercolour,1828,1856,292,436,mm,1273.1200000000001
62132,"Turner, Joseph Mallord William","The Rain, with Rainbow",Watercolour,1844,1856,228,325,mm,741
63383,"Turner, Joseph Mallord William",A Beginning,Watercolour,1830,1856,270,424,mm,1144.8
7005,"Hurry, Leslie",A Land Unvisited,Watercolour,1940,1986,450,587,mm,2641.5
44531,"Turner, Joseph Mallord William",Wooded Landscape,Watercolour,1820,1856,210,260,mm,546
59336,"Turner, Joseph Mallord William",The Rialto Bridge from the North,Watercolour,1840,1856,221,320,mm,707.2
108948,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
66662,"Sherman, Cindy",Untitled,Photograph,1976,2001,189,127,mm,240.02999999999997
62129,"Turner, Joseph Mallord William",The Rockets,Watercolour,1844,1856,228,325,mm,741
101315,"Suschitzky, Peter",LA,Photograph,1995,2010,295,395,mm,1165.25
59465,"Turner, Joseph Mallord William","Venice: Santa Maria della Salute, Night Scene with Rockets",Watercolour,1840,1856,240,315,mm,756
31577,"Turner, Joseph Mallord William",Lake Llanberis and Snowdon: Colour Study,Watercolour,1799,1856,554,762,mm,4221.4800000000005
108852,"Arnatt, Keith",A.O.N.B. (Area of Outstanding Natural Beauty),Photograph,1982,2010,275,357,mm,981.7500000000001
118222,"McCullin, Don","American Troops Looking across the Wall, Berlin",Photograph,1961,2012,370,345,mm,1276.5
54909,"Turner, Joseph Mallord William","Study for ‘A Hurricane in the Desert (The Simoom)’, Rogers’s ‘Poems’",Watercolour,1830,1856,178,227,mm,404.06
101318,"Weston, Edward",Shells,Photograph,1927,2010,238,180,mm,428.40000000000003
15042,"Turner, Joseph Mallord William","Land’s End, Cornwall",Line engraving,1814,1986,141,219,mm,308.78999999999996
13272,"Seddon, Thomas",The Mountains of Moab,Watercolour,1854,1949,251,352,mm,883.5200000000001
12805,"Rossetti, Dante Gabriel",Dante’s Vision of Rachel and Leah,Watercolour,1855,1940,352,314,mm,1105.28
118205,"McCullin, Don",Somerset Levels near Glastonbury,Photograph,1990,2012,370,545,mm,2016.5
118170,"McCullin, Don","Homeless Men, Early morning in Spitalfields Market, London",Photograph,1969,2012,495,330,mm,1633.5
52547,"Turner, Joseph Mallord William",The Mountain,Watercolour,1820,1856,310,487,mm,1509.7
11368,"Pars, William",Rome: The Forum,Watercolour,1775,1986,636,807,mm,5132.52
15092,"Turner, Joseph Mallord William","Mount Edgecomb, Devonshire",Line engraving,1826,1986,162,240,mm,388.79999999999995
12573,"Ricketts, Charles",Costume Design for Tubal in ‘The Merchant of Venice’,Watercolour,1918,1933,387,279,mm,1079.73
52772,"Turner, Joseph Mallord William",Sunshine on the Sea: Stormy Evening,Watercolour,1820,1856,191,276,mm,527.1600000000001
101153,"Zaatari, Akram","Anonymous. Madani’s parents’ home, the studio, Saida, Lebanon, 1948-53. Hashem el Madani",Photograph,2007,2008,190,244,mm,463.59999999999997
63403,"Turner, Joseph Mallord William",Trees in a Strong Breeze,Watercolour,1820,1856,243,302,mm,733.86
13644,"Sorrell, Elizabeth",Ferns in the Conservatory,Watercolour,1945,1949,559,375,mm,2096.25
1825,"Burne-Jones, Sir Edward Coley, Bt",Clara von Bork 1560,Watercolour,1860,1948,342,179,mm,612.18
101133,"Zaatari, Akram","Son of Lebanese residents in an African country, and a relative. Studio Shehrazade, Saida, Lebanon, 1970s. Hashem el Madani",Photograph,2007,2008,390,265,mm,1033.5
1055,"Blake, William",Job Rebuked by his Friends,Line engraving,1825,1919,198,152,mm,300.96
1944,"Calvert, Edward",The Bride,Line engraving,1828,1912,76,127,mm,96.52
20535,"Turner, Joseph Mallord William","Loch Lomond, engraved by W. Miller",Line engraving,1834,1992,58,93,mm,53.940000000000005
66559,"Pippin, Steven",Laundromat-Locomotion (Walking in Suit),Photograph,1997,2001,762,768,mm,5852.16
101078,"Zaatari, Akram","Student of Aisha Om el Mo’minin School for Girls. School courtyard, Saida, Lebanon, 1948-49. Hashem el Madani",Photograph,2007,2008,228,150,mm,342
20498,"Turner, Joseph Mallord William","The Temptation on the Mountain, engraved by J. Cousen",Line engraving,1835,1992,104,84,mm,87.36000000000001
63246,"Turner, Joseph Mallord William",Sunset: A Fish Market on the Beach,Watercolour,1835,1856,254,208,mm,528.3199999999999
5338,"Gillies, Sir William",Still Life with Blue Gloves,Watercolour,1968,1969,654,914,mm,5977.560000000001
118184,"McCullin, Don",Liverpool 8,Photograph,1961,2012,290,430,mm,1247
107355,"Wojnarowicz, David",Untitled (Time/Money),Photograph,1988,2010,200,250,mm,500
16675,"Turner, Joseph Mallord William","Fonthill, from ‘The Anniversary’",Line engraving,1829,1988,87,129,mm,112.22999999999999
7033,"Innes, James Dickson",The Waterfall,Watercolour,1910,1922,286,394,mm,1126.84
52522,"Turner, Joseph Mallord William","Cliffs on the Coast, Possibly near Folkestone or in Cornwall",Watercolour,1830,1856,335,499,mm,1671.6499999999999
52557,"Turner, Joseph Mallord William",Oxford from North Hinksey,Watercolour,1837,1856,347,505,mm,1752.3500000000001
22487,"Cozens, Alexander",Mountainous Landscape with Cypresses,Watercolour,1770,1996,448,570,mm,2553.6
2117,"Cézanne, Paul",Montagne Sainte Victoire,Watercolour,1905,1941,362,549,mm,1987.38
97244,"Mapplethorpe, Robert",Ken Moody,Photograph,1983,2011,508,406,mm,2062.48
56213,"Turner, Joseph Mallord William","A Dark Interior, with Figures ?Peering into a Curtained Bed",Watercolour,1834,1856,79,101,mm,79.79
122464,"Yamawaki, Iwao",Set of Bowls,Photograph,1930,2012,127,100,mm,127
39854,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
15802,"Walker, Dame Ethel",Lilith,Watercolour,1916,1957,508,324,mm,1645.9199999999998
113748,"Model, Lisette","Fashion show, Hotel Pierre, New York City",Photograph,1940,2011,400,495,mm,1980
47568,"Turner, Joseph Mallord William","Bend of a River, with Buildings and Mountains",Watercolour,1826,1856,168,241,mm,404.88000000000005
56279,"Turner, Joseph Mallord William","Landscape, with Castle and Trees",Watercolour,1834,1856,107,202,mm,216.14
2323,"Clough, Prunella",Fence/Climbing Plant,Watercolour,1978,1984,241,293,mm,706.1300000000001
702,"Baldessari, John",[no title],Photograph,1982,1983,178,222,mm,395.16
45082,"Turner, Joseph Mallord William","Seascape, with Land in Distance",Watercolour,1822,1856,257,178,mm,457.46
63225,"Turner, Joseph Mallord William",Ehrenbreitstein,Watercolour,1841,1856,250,315,mm,787.5
63046,"Turner, Joseph Mallord William",A Harbour with Shipping,Watercolour,1845,1856,237,315,mm,746.55
35567,"Turner, Joseph Mallord William",The Deluge,Watercolour,1815,1856,204,284,mm,579.3599999999999
9289,"Marden, Brice",I,Watercolour,1986,1987,470,1005,mm,4723.5
35519,"Turner, Joseph Mallord William",Hind Head Hill,Watercolour,1808,1856,182,259,mm,471.37999999999994
55032,"Turner, Joseph Mallord William","Columbus and his Son, for Rogers’s ‘Poems’",Watercolour,1830,1856,239,308,mm,736.12
1065,"Blake, William",Job and his Daughters,Line engraving,1825,1919,199,151,mm,300.48999999999995
15453,"Turner, Joseph Mallord William","Ehrenbreitstein, engraved by Edward Goodall",Line engraving,1837,1986,78,72,mm,56.16
117235,"Takamatsu, Jiro",Photograph of Photograph,Photograph,1972,2013,232,183,mm,424.56
16756,"Turner, Joseph Mallord William",Venice - Bellinis’s Pictures being Conveyed to the Church of the Redentore,Line engraving,1858,1988,392,610,mm,2391.2000000000003
54897,"Turner, Joseph Mallord William",Vignette Study of Figures; for Campbell’s ‘Poetical Works’,Watercolour,1835,1856,171,227,mm,388.17
5772,"Hamilton, Richard",People,Photograph,1968,1971,384,591,mm,2269.44
12228,"Pringle, John Quinton",Bosham,Watercolour,1903,1980,289,337,mm,973.9300000000001
8518,"Lees, Derwent",Landscape at Collioure,Watercolour,1910,1927,225,340,mm,765
15522,"Turner, Joseph Mallord William",Bowes Tower,Line engraving,1834,1987,130,90,mm,117
52598,"Turner, Joseph Mallord William",A Sky,Watercolour,1820,1856,302,434,mm,1310.6799999999998
1433,"Brandt, Bill",[no title],Photograph,1976,1976,283,314,mm,888.62
114298,"Ruwedel, Mark",Crater #8,Photograph,1999,2012,255,330,mm,841.5
16731,"Turner, Joseph Mallord William",Jerusalem from the Mount of Olives,Line engraving,1836,1988,94,141,mm,132.54
52809,"Turner, Joseph Mallord William","Merton College, Oxford",Watercolour,1835,1856,294,432,mm,1270.08
772,"Bawden, Edward","Cairo, the Citadel: On the Roof of the Officers’ Mess",Watercolour,1941,1946,464,591,mm,2742.24
8970,"Long, Richard",Turf Circle,Photograph,1966,1976,270,305,mm,823.5
15060,"Turner, Joseph Mallord William","Bow and Arrow Castle, Isle of Portland, Dorsetshire",Line engraving,1817,1986,160,243,mm,388.8
52816,"Turner, Joseph Mallord William",Study of Sea and Sky,Watercolour,1823,1856,211,275,mm,580.25
15374,"Turner, Joseph Mallord William","Rouen, from St Catherine’s Hill",Line engraving,1834,1986,100,135,mm,135
15458,"Turner, Joseph Mallord William",Caligula’s Palace and Bridge,Line engraving,1842,1986,394,615,mm,2423.1
93176,"Woodman, Francesca","Space², Providence, Rhode Island, 1975-1978",Photograph,1975,2009,140,140,mm,196
15387,"Turner, Joseph Mallord William",Bridge of St Cloud from Sèvres,Line engraving,1835,1986,99,136,mm,134.64000000000001
97125,"Arbus, Diane","42nd Street Movie Theatre Audience, N.Y.C. 1958",Photograph,1958,2009,308,470,mm,1447.6000000000001
28130,"Turner, Joseph Mallord William","Two Views of a Town Stretched Out along the Brow of a Ridge, with Varied Foregrounds",Watercolour,1798,1856,153,180,mm,275.40000000000003
97573,"Simon, Taryn","White Tiger (Kenny), Selective Inbreeding Turpentine Creek Wildlife Refuge and Foundation Eureka Springs, Arkansas",Photograph,2007,2013,649,836,mm,5425.64
23083,"Inchbold, John William","The Village Cross, Spain",Watercolour,1866,1997,245,169,mm,414.04999999999995
52489,"Turner, Joseph Mallord William",Marly-sur-Seine: Colour Beginning,Watercolour,1829,1856,362,512,mm,1853.4400000000003
114201,"Ruwedel, Mark",Columbia and Western #7,Photograph,1999,2011,188,240,mm,451.20000000000005
121288,"Cohen, Lynne","Classroom, Flying School",Photograph,1980,2012,193,244,mm,470.92
556,"Ardizzone, Edward","Priest Begging a Lift in Louvain, May 1940",Watercolour,1940,1946,241,308,mm,742.2800000000001
15421,"Turner, Joseph Mallord William",Stirling,Line engraving,1834,1986,80,144,mm,115.2
16664,"Turner, Joseph Mallord William","Lowestoffe, Suffolk",Line engraving,1837,1988,167,250,mm,417.5
22676,"Danby, Francis",Romantic Woodland,Watercolour,1824,1996,194,260,mm,504.4
52608,"Turner, Joseph Mallord William",The Storm,Watercolour,1820,1856,306,484,mm,1481.04
16701,"Turner, Joseph Mallord William",Kelso,Line engraving,1834,1988,83,146,mm,121.18
97678,"Warhol, Andy",Self-Portrait with Platinum Pageboy Wig,Photograph,1981,2009,95,72,mm,68.4
85258,"Tillmans, Wolfgang",Chair (part 1),Photograph,2001,2007,300,400,mm,1200
15388,"Turner, Joseph Mallord William",Paris from the Barriere de Passy,Line engraving,1835,1986,101,141,mm,142.41
39866,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
118722,"Errazuriz, Paz",Adam’s Apple,Photograph,1983,2011,461,296,mm,1364.5600000000002
21394,"Struth, Thomas","Graves at the Sophienkirche, Grosse Hamburger Strasse, Berlin 1992",Photograph,1992,1995,413,574,mm,2370.62
52571,"Turner, Joseph Mallord William",On the Sea Shore,Watercolour,1820,1856,306,487,mm,1490.2200000000003
63650,"Turner, Joseph Mallord William",Rome: The Ruined Nymphaeum of Alexander Severus (‘Temple of Minerva Medica’),Watercolour,1796,1856,217,234,mm,507.78
121289,"Cohen, Lynne","Apartment Lobby, Ottawa",Photograph,1978,2012,193,244,mm,470.92
